VIN,VIN_1,VIN_2,VIN_3,VIN_4,VIN_5,VIN_6,VIN_7,VIN_8,VIN_9,VIN_10,VIN_11,VIN_12,STATE,VEH_NO,OCUPANTS,MAKE,MODEL,BODY_TYP,REG_STAT,OWNER,ROLLOVER,J_KNIFE,TRAV_SP,HAZ_INV,HAZ_PLAC,HAZ_CNO,HAZ_REL,TOW_VEH,V_CONFIG,CARGO_BT,SPEC_USE,EMER_USE,IMPACT1,IMPACT2,UNDERIDE,DEFORMED,IMPACTS,TOWAWAY,FIRE_EXP,VEH_CF1,VEH_CF2,VEH_MAN,AVOID,M_HARM,DEATHS,SEQ1,SEQ2,SEQ3,SEQ4,SEQ5,SEQ6,VIN_LNGT,BUS_USE,GVWR,UNITTYPE,MCARR_I1,ST_CASE,HAZ_ID,MAK_MOD,MOD_YEAR,VINA_MOD,SER_TR,VIN_BT,MCARR_I2,FLDCD_TR,MCARR_ID,WHLBS_SH,WHLBS_LG,MCYCL_DS,VIN_WGT,WGTCD_TR,DR_PRES,DR_DRINK,L_STATE,L_TYPE,L_STATUS,CDL_STAT,L_ENDORS,L_COMPL,L_RESTRI,VIOLCHG1,VIOLCHG2,VIOLCHG3,PREV_ACC,PREV_SUS,PREV_DWI,PREV_SPD,PREV_OTH,LAST_MO,FIRST_MO,DR_CF1,DR_CF2,DR_CF3,DR_CF4,DR_WGT,DR_HGT,LAST_YR,FIRST_YR,DR_ZIP,MONTH,HARM_EV,MAN_COLL,HIT_RUN,VE_FORMS
999999999999,9,9,9,9,9,9,9,9,9,9,9,9,6,2,0,7,41,4,99,6,0,0,99,1,0,0,0,0,0,0,0,0,6,6,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,62152,0,7041,2000,999,999,99,000000000,9,00000000000,9999,9999,9999,9999,9,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,10,33,0,0,1
JALB4B1H3J70,J,A,L,B,4,B,1,H,3,J,7,0,6,2,0,38,882,61,6,6,0,0,99,1,0,0,0,0,3,98,0,0,6,6,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,2,2,99,62153,0,38882,1988,NPR,NPR,TB,999999999,D,99999999999,1090,1500,,,3,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,3,14,1,0,1
5TBET381X6S5,5,T,B,E,T,3,8,1,X,6,S,5,6,2,1,49,482,31,6,6,0,0,99,1,0,0,0,0,0,0,0,0,9,9,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,62171,0,49482,2006,DBL,TUN,CW,000000000,G,00000000000,1283,0,,,2,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,9,8,0,0,1
1GNEK13TX3R2,1,G,N,E,K,1,3,T,X,3,R,2,6,4,0,20,421,15,6,6,0,0,99,1,0,0,0,0,0,0,0,0,12,12,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,62219,0,20421,2003,KTA,***,UT,000000000,*,00000000000,1160,0,,5050,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,9,12,5,0,3
YV4CZ8524612,Y,V,4,C,Z,8,5,2,4,6,1,2,6,5,0,51,401,14,6,6,0,0,99,1,0,0,0,0,0,0,0,0,8,8,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,62219,0,51401,2006,XC9,***,UT,000000000,*,00000000000,1126,0,,4610,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,9,12,5,0,3
WDBHA23E4VA5,W,D,B,H,A,2,3,E,4,V,A,5,6,6,0,42,42,4,6,6,0,0,99,1,0,0,0,0,0,0,0,0,7,7,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,62219,0,42042,1997,C23,***,4D,000000000,*,00000000000,1059,0,,3095,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,9,12,5,0,3
JTDBT1230Y00,J,T,D,B,T,1,2,3,0,Y,0,0,6,7,0,49,45,4,6,6,0,0,99,1,0,0,0,0,0,0,0,0,9,9,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,62219,0,49045,2000,ECH,***,4D,000000000,*,00000000000,934,0,,2030,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,9,12,5,0,3
1YVGF22C0X58,1,Y,V,G,F,2,2,C,0,X,5,8,6,8,0,41,37,4,6,6,0,0,99,1,0,0,0,0,0,0,0,0,2,9,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,62219,0,41037,1999,U6X,***,4D,000000000,*,00000000000,1051,0,,2798,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,9,12,5,0,3
1HGEJ8144TL0,1,H,G,E,J,8,1,4,4,T,L,0,6,9,0,37,31,9,6,6,0,0,99,1,0,0,0,0,0,0,0,0,4,4,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,62219,0,37031,1996,UAX,***,CP,000000000,*,00000000000,1032,0,,2397,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,9,12,5,0,3
1FDXE45S46DB,1,F,D,X,E,4,5,S,4,6,D,B,6,2,0,12,461,22,4,6,0,0,99,1,0,0,0,0,0,0,0,0,12,12,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,62253,0,12461,2006,4DC,CTV,YY,000000000,G,00000000000,1580,1760,,,4,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,9,14,5,0,1
1G6KS5331LU8,1,G,6,K,S,5,3,3,1,L,U,8,6,3,0,19,14,4,6,6,0,0,99,1,0,0,0,0,0,0,0,0,12,12,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,62253,0,19014,1990,SEV,***,4D,000000000,*,00000000000,1080,0,,3396,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,9,14,5,0,1
2HGED6357LH5,2,H,G,E,D,6,3,5,7,L,H,5,6,3,0,37,31,3,6,6,0,0,99,1,0,0,0,0,0,0,0,0,12,12,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,62257,0,37031,1990,CID,***,2H,000000000,*,00000000000,984,0,,1927,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,9,12,5,0,2
2G1WT58N9793,2,G,1,W,T,5,8,N,9,7,9,3,6,3,0,20,2,4,6,6,0,0,99,1,0,0,0,0,0,0,0,0,12,12,0,4,2,9,0,0,0,99,8,54,0,99,99,99,99,99,99,17,0,0,3,0,62277,0,20002,2007,IMT,***,4D,000000000,*,00000000000,1105,0,,3674,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,10,12,5,1,2
1N4AL11D83C2,1,N,4,A,L,1,1,D,8,3,C,2,6,2,0,35,47,4,6,6,0,0,99,1,0,0,0,0,0,0,0,0,6,6,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,62278,0,35047,2003,ABS,***,4D,000000000,*,00000000000,1102,0,,2913,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,10,14,1,0,1
JHMBA423XJC0,J,H,M,B,A,4,2,3,X,J,C,0,6,3,0,37,33,2,6,6,0,0,99,1,0,0,0,0,0,0,0,0,7,7,0,2,2,9,0,0,0,99,8,14,0,99,99,99,99,99,99,17,0,0,2,0,62295,0,37033,1988,2SS,***,CP,000000000,*,00000000000,1010,0,,2570,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,8,12,7,0,2
2GTEC13T4511,2,G,T,E,C,1,3,T,4,5,1,1,6,2,0,23,481,31,6,6,0,0,99,1,0,0,0,0,0,0,0,0,6,6,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,62325,0,23481,2005,NC1,SIE,CW,000000000,G,00000000000,1435,0,,,2,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,10,1,0,0,1
1G3NL52T11C2,1,G,3,N,L,5,2,T,1,1,C,2,6,3,0,21,21,4,6,6,0,0,99,1,0,0,0,0,0,0,0,0,6,12,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,62325,0,21021,2001,A/G,***,4D,000000000,*,00000000000,1070,0,,3022,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,10,1,0,0,1
JHMCM56683C0,J,H,M,C,M,5,6,6,8,3,C,0,6,4,0,37,32,4,6,6,0,0,99,1,0,0,0,0,0,0,0,0,6,6,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,62325,0,37032,2003,UEX,***,4D,000000000,*,00000000000,1079,0,,3109,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,10,1,0,0,1
1D8HB482X8F1,1,D,8,H,B,4,8,2,X,8,F,1,6,2,0,7,422,15,6,6,0,0,99,1,0,0,0,0,0,0,0,0,99,99,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,62326,0,7422,2008,DUR,***,UT,000000000,*,00000000000,1192,0,,5028,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,10,33,0,0,1
1GBHR34K4JJ1,1,G,B,H,R,3,4,K,4,J,J,1,6,2,0,20,481,40,6,6,0,0,99,1,0,0,0,0,0,0,0,0,10,10,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,62344,0,20481,1988,R30,R30,CB,000000000,G,00000000000,1355,1595,,,2,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,10,8,0,2,1
1NXBR12E81Z4,1,N,X,B,R,1,2,E,8,1,Z,4,6,3,0,49,32,4,6,6,0,0,99,1,0,0,0,0,0,0,0,0,13,13,0,0,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,62344,0,49032,2001,UCS,***,4D,000000000,*,00000000000,970,0,,2410,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,10,8,0,2,1
1N6AA06A45N5,1,N,6,A,A,0,6,A,4,5,N,5,6,2,0,35,473,31,6,6,0,0,99,1,0,0,0,0,0,0,0,0,6,6,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,62356,0,35473,2005,TXS,TTN,PC,000000000,G,00000000000,1398,0,,,2,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,10,9,0,0,1
4T1BE46K87U5,4,T,1,B,E,4,6,K,8,7,U,5,6,2,0,49,40,4,92,6,0,0,99,1,0,0,0,0,0,0,0,0,10,10,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,62418,0,49040,2007,CMB,***,4D,000000000,*,00000000000,1093,0,,3108,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,10,14,5,0,1
1LNBP94F7CY6,1,L,N,B,P,9,4,F,7,C,Y,6,6,3,0,13,5,4,6,6,0,0,99,1,0,0,0,0,0,0,0,0,8,8,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,62430,0,13005,1982,TNC,***,4D,000000000,*,00000000000,1173,0,,3936,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,10,12,5,1,2
4T1BK46K67U5,4,T,1,B,K,4,6,K,6,7,U,5,6,2,0,49,40,4,6,6,0,0,99,1,0,0,0,0,0,0,0,0,7,7,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,62435,0,49040,2007,CJS,***,4D,000000000,*,00000000000,1093,0,,3164,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,10,38,0,0,1
1FAFP40481F1,1,F,A,F,P,4,0,4,8,1,F,1,6,3,0,12,3,2,6,6,0,0,99,1,0,0,0,0,0,0,0,0,5,5,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,62435,0,12003,2001,MUS,***,CP,000000000,*,00000000000,1013,0,,3066,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,10,38,0,0,1
3GNEK12T84G2,3,G,N,E,K,1,2,T,8,4,G,2,6,3,0,20,482,31,6,6,0,0,99,1,0,0,0,0,0,0,0,0,4,4,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,62450,0,20482,2004,AVL,***,UT,000000000,*,00000000000,1300,0,,5678,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,4,12,5,0,2
1D4HD38N66F1,1,D,4,H,D,3,8,N,6,6,F,1,6,2,1,7,422,15,6,6,0,0,99,1,0,0,0,0,0,0,0,0,6,6,0,4,3,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,62453,0,7422,2006,DUR,***,UT,000000000,*,00000000000,1192,0,,4462,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,9,14,1,0,1
1FTPW12595KC,1,F,T,P,W,1,2,5,9,5,K,C,6,3,0,12,481,31,6,6,0,0,99,1,0,0,0,0,0,0,0,0,6,6,0,4,2,9,0,0,0,99,8,14,0,99,99,99,99,99,99,17,0,0,2,0,62453,0,12481,2005,F1S,COF,CW,000000000,G,00000000000,1260,1450,,,2,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,9,14,1,0,1
CE234Z123436,C,E,2,3,4,Z,1,2,3,4,3,6,6,3,0,23,481,31,6,6,0,0,99,1,0,0,0,0,0,0,0,0,12,12,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,12,0,0,2,0,62465,0,23481,1971,C25,C25,PK,000000000,G,00000000000,1270,1330,,,2,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,8,12,5,0,2
1FTRW08L21KC,1,F,T,R,W,0,8,L,2,1,K,C,6,2,0,12,481,31,6,6,0,0,99,1,0,0,0,0,0,0,0,0,7,7,0,6,2,9,2,0,0,99,8,2,0,99,99,99,99,99,99,17,0,0,3,0,62492,0,12481,2001,F1S,COF,CW,000000000,G,00000000000,1388,0,,,2,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,9,18,0,0,1
999999999999,9,9,9,9,9,9,9,9,9,9,9,9,6,2,0,98,998,93,99,6,0,0,99,1,0,0,0,0,99,99,0,0,99,99,0,9,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,9,2,99,62515,0,98998,9999,999,999,99,999999999,9,99999999999,9999,9999,9999,9999,9,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,10,20,0,0,1
1FMDA31X6VZB,1,F,M,D,A,3,1,X,6,V,Z,B,6,2,0,12,441,20,6,6,0,0,99,1,0,0,0,0,0,0,0,0,4,4,0,2,2,9,0,0,0,99,8,54,0,99,99,99,99,99,99,17,0,0,2,0,62553,0,12441,1997,ARO,ARO,ES,000000000,G,00000000000,1190,0,,,1,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,7,33,0,0,1
WDBGA32E0NA0,W,D,B,G,A,3,2,E,0,N,A,0,6,3,0,42,31,4,6,6,0,0,99,1,0,0,0,0,0,0,0,0,4,6,0,2,2,9,0,0,0,99,8,54,0,99,99,99,99,99,99,17,0,0,2,0,62553,0,42031,1992,30S,***,4D,000000000,*,00000000000,1197,0,,4365,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,7,33,0,0,1
1FTEE14Y8KHB,1,F,T,E,E,1,4,Y,8,K,H,B,6,3,0,12,461,21,6,6,0,0,99,1,0,0,0,0,0,0,0,0,6,6,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,62566,0,12461,1989,15V,VAN,CG,000000000,G,00000000000,1240,1380,,,2,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,11,12,5,0,2
3N1CB51D71L4,3,N,1,C,B,5,1,D,7,1,L,4,6,2,0,35,43,4,6,6,0,0,99,1,0,0,0,0,0,0,0,0,7,7,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,62568,0,35043,2001,XGX,***,4D,000000000,*,00000000000,998,0,,2469,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,11,14,7,0,1
1HTSCABM0TH2,1,H,T,S,C,A,B,M,0,T,H,2,6,2,0,84,881,62,6,6,0,0,99,1,0,0,0,5,3,6,0,0,9,9,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,2,2,6,62587,0,84881,1996,470,40S,CC,0358089,D,060358089,1280,2540,,,6,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,12,14,7,0,1
1GCHG39R2111,1,G,C,H,G,3,9,R,2,1,1,1,6,3,1,20,461,21,6,6,0,0,99,1,0,0,0,0,0,0,0,0,6,6,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,62601,0,20461,2001,E35,EXP,EC,000000000,G,00000000000,1550,0,,,2,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,11,8,0,0,2
2G1WF52E0591,2,G,1,W,F,5,2,E,0,5,9,1,6,2,0,20,2,4,6,6,0,0,99,1,0,0,0,0,0,0,0,0,6,6,0,4,2,9,1,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,62686,0,20002,2005,IMP,***,4D,000000000,*,00000000000,1105,0,,3389,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,11,33,0,0,1
1FUYDZYB9SP8,1,F,U,Y,D,Z,Y,B,9,S,P,8,6,2,0,82,884,66,6,6,0,0,99,1,0,0,0,1,6,98,0,0,6,6,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,3,2,57,62708,0,82884,1995,FLD,CON,DS,1472372,D,571472372,0,0,,,8,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,12,14,1,0,1
1G4CW54C7K16,1,G,4,C,W,5,4,C,7,K,1,6,6,2,1,18,20,4,6,6,0,0,99,1,0,0,0,0,0,0,1,0,6,6,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,62714,0,18020,1989,EPF,***,4D,000000000,*,00000000000,1108,0,,3241,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,11,27,0,0,1
1HGEC453XHA0,1,H,G,E,C,4,5,3,X,H,A,0,6,2,0,37,31,4,6,6,0,0,99,1,0,0,0,0,0,0,0,0,12,12,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,62770,0,37031,1987,CV5,***,4D,000000000,*,00000000000,965,0,,1992,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,11,8,0,0,1
1GNEC13T12R2,1,G,N,E,C,1,3,T,1,2,R,2,6,3,0,20,421,15,6,6,0,0,99,1,0,0,0,0,0,0,0,0,6,6,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,62770,0,20421,2002,CTA,***,UT,000000000,*,00000000000,1160,0,,4828,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,11,8,0,0,1
1LNCM93E9MY7,1,L,N,C,M,9,3,E,9,M,Y,7,6,2,0,13,2,9,6,6,0,0,99,1,0,0,0,0,0,0,0,0,7,7,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,62791,0,13002,1991,LSC,***,CP,000000000,*,00000000000,1085,0,,3807,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,11,14,8,0,1
5TEUX42N06Z2,5,T,E,U,X,4,2,N,0,6,Z,2,6,2,0,49,472,30,6,6,0,0,99,1,0,0,0,0,0,0,0,0,7,8,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,62830,0,49472,2006,ACC,TAC,PC,000000000,G,00000000000,1219,0,,,1,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,6,8,0,0,1
2FMZA51432BA,2,F,M,Z,A,5,1,4,3,2,B,A,6,2,3,12,442,20,6,6,0,0,99,1,0,0,0,0,0,0,0,0,9,9,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,62861,0,12442,2002,WLX,WIN,ES,000000000,G,00000000000,1207,0,,,1,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,11,8,0,0,1
1G8ZH52862Z1,1,G,8,Z,H,5,2,8,6,2,Z,1,6,2,0,24,1,4,6,6,0,0,99,1,0,0,0,0,0,0,0,0,12,6,0,6,3,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,62904,0,24001,2002,SL1,***,4D,000000000,*,00000000000,1024,0,,2377,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,12,14,1,0,1
1C4GP54L0XB8,1,C,4,G,P,5,4,L,0,X,B,8,6,3,1,6,441,20,6,6,0,0,99,1,0,0,0,0,0,0,0,0,6,6,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,62904,0,6441,1999,TWC,***,SV,000000000,*,00000000000,1193,0,,3953,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,12,14,1,0,1
1HGCB755XMA1,1,H,G,C,B,7,5,5,X,M,A,1,6,4,0,37,32,4,6,6,0,0,99,1,0,0,0,0,0,0,0,0,11,12,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,62908,0,37032,1991,ALE,***,4D,000000000,*,00000000000,1071,0,,2504,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,12,12,4,0,3
1B7KC2362XJ6,1,B,7,K,C,2,3,6,2,X,J,6,6,2,0,7,482,31,41,6,0,0,99,1,0,0,0,0,0,0,0,0,6,6,0,6,3,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,62944,0,7482,1999,Q25,RPC,4C,000000000,D,00000000000,1387,1547,,,2,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,12,12,1,0,1
1GCGC29R2TE1,1,G,C,G,C,2,9,R,2,T,E,1,6,3,0,20,481,31,6,6,0,0,99,1,0,0,0,0,0,0,0,0,6,6,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,62944,0,20481,1996,GC2,GM4,PC,000000000,G,00000000000,1415,1555,,,2,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,12,12,1,0,1
1GNEV18K4HF1,1,G,N,E,V,1,8,K,4,H,F,1,6,2,0,20,421,15,6,6,0,0,99,1,0,0,0,0,0,0,0,0,9,9,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,62946,0,20421,1987,VBZ,V10,S2,000000000,G,00000000000,1065,0,,,2,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,9,14,7,0,1
KNAFE1229551,K,N,A,F,E,1,2,2,9,5,5,1,6,2,0,63,33,4,6,6,0,0,99,1,0,0,0,0,0,0,0,0,8,2,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,62969,0,63033,2005,SLE,***,4D,000000000,*,00000000000,1028,0,,2701,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,12,14,7,0,1
1FTRX07L7YKB,1,F,T,R,X,0,7,L,7,Y,K,B,6,3,0,12,481,31,6,6,0,0,99,1,0,0,0,0,0,0,0,0,9,9,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,62969,0,12481,2000,F15,COF,4C,000000000,G,00000000000,1385,0,,,2,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,12,14,7,0,1
1FUYNEDB0YPG,1,F,U,Y,N,E,D,B,0,Y,P,G,6,3,1,82,881,66,6,6,0,0,99,1,0,0,0,1,3,98,0,0,6,6,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,3,2,57,62989,0,82881,2000,FC1,CON,DS,305030313,D,57305030313,0,0,,,8,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,12,12,1,0,2
1N6SD11S9TC3,1,N,6,S,D,1,1,S,9,T,C,3,6,2,0,35,471,30,6,6,0,0,99,1,0,0,0,0,0,0,0,0,6,6,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,62991,0,35471,1996,XES,TRK,PK,000000000,G,00000000000,1043,0,,,1,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,1,33,0,0,1
